NUMERO_FACTURA;CODIGO_DE_BARRAS;59
691013;4026140586637353;13
216541;3589976736816251;87
735608;6759313987703202816;10
453829;379144066797654;16
89606;3578790896108240;13
24153;3534539895811715;49
537819;3542632064919664;91
438856;6394841844663961;15
116525;4175000250646446;54
498593;5007669258021843;50
166583;5602235237486972928;8
324995;4026633428048854;82
653745;5641823756633357312;54
379314;3559437184921909;53
242181;375865442544899;83
922947;3565120644574706;1
428176;5020053436685291520;65
78491;56022279048842896;34
283259;3571361804860509;51
590477;3585801169349808;28
791406;30428220758723;22
888567;3532746467879721;28
602267;30237363054877;19
850089;201514096942989;5
450468;5420888724072987;63
806355;5382214558494807;39
459389;4903195178002331;82
217471;3542410599279064;79
444599;5100171714275234;26
660572;3531508803688187;81
350103;3561738274065895;39
257179;5007665154488540;95
76154;3545762226006006;93
101388;3542872041501033;60
889462;5602246555859438;97
372694;3542989059793284;52
358973;201787324366631;53
115087;3543033015801029;19
707058;5414876343491942;14
61225;201906725002310;11
418738;5602240761152845;18
276700;4913784852319398;70
695011;3547760747020405;10
304018;3567581308286119;33
635843;201439176715420;9
230249;67066163584228672;1
907083;5007667035222676;81
390330;3569496870983381;61
386620;6399474254081485;98
36790;3542523882547276;85
198391;4041592089692;69
516179;5007662235193561;31
49745;3546931976067232;45
748187;374622379894271;83
728196;6761755759138703360;75
125149;6763654569747668992;29
491898;3583133244398960;41
190819;3583549302395236;95
185823;56022597975429056;17
200262;3569464696603120;12
308423;3531266828625516;4
936361;3586059021203833;15
737238;3563022139598400;92
227069;3532045418518847;13
118874;6334157744974330;69
224527;6709755285169785;48
539867;3573548964127756;79
358823;4844222697703801;70
14620;5048370267480234;68
777032;3529743174454075;62
338224;491102708863590336;87
235512;3544942203353222;35
396164;3560508929611158;46
88993;63043717635033408;66
860659;374283568284905;38
190760;3543357183905951;31
74659;201901800560183;99
266165;3562576080508024;8
414871;3538810844319704;23
608051;3549684302679090;21
725995;3578367145956032;83
645042;30060705178869;23
67848;201759760126126;34
114475;30514950809339;21
519471;5038029730893793280;11
819739;3562590195516996;12
167846;5556007585155296;7
221638;374288967200857;21
593045;3582750077174027;92
508315;561098216408923264;87
979426;3542762758475671;75
513312;3553837953956182;39
107711;5507723231149737;14
156329;3563493994553055;18
83389;3571051372453981;73
323261;201507516982478;19
552218;30557528338984;76
845906;201859520075082;42
146124;491160214815351232;23
845337;5602259505168651;96
127390;374622856577514;1
666233;3585870398786593;39
422023;56022274097652024;16
726023;3578219080981790;8
856399;3566296057667028;8
999613;3563332060633104;54
163510;30240394328450;25
699429;3552943664356869;90
436564;6375742533795630;81
832131;6333451490662848;38
974179;6044127484075490;98
879383;4905539335932871680;61
240216;3541177418500902;73
887988;201422546568653;60
280471;3558681920222459;90
883086;3556441774402232;93
253835;5602219739203971;17
125529;6761395071822944;48
841529;4041598609102781;99
228626;345689491297069;32
449235;502070378405436736;94
705835;56022548620283968;7
422766;4026756950278076;86
998449;633329177226437504;32
928199;3551215646266644;60
706847;6397081700491341;14
340597;3559145124716673;36
947362;5602232439579152;40
842328;5010129208333280;50
88453;675988751656860160;36
778012;372301330459928;40
145127;3575533199722736;55
359703;3542866393574457;87
375039;3539137919506372;70
330462;5602234652178043;88
903528;3534916290401492;62
302309;3552771616252070;64
143888;3535873594371344;63
680435;6304697258954828;23
645839;503858949945938240;24
441150;4508315632005956;94
566437;3566223049533563;4
512277;6763915388575872000;87
475225;676331730456776704;53
515898;5048374817375571;5
144168;3539686144066867;51
316421;5100143877528188;77
489567;30345353280061;29
331749;3537867967677533;80
774741;3560523973118935;80
25684;5100149601026902;13
467439;3577040219146357;9
464102;374622416624210;38
730079;3564043560311419;67
64149;3554921720465146;35
556527;6706643078045748224;62
821537;3575382055919279;58
390591;6767755174022937600;59
971172;4041374759116;94
325893;5568791413596179;58
983407;4913123977553872;81
966242;3561303524501718;88
199655;30382059615878;37
445870;633374794069752704;38
603486;201466249775107;2
534998;3530879760798512;5
316986;3586604775455459;5
415557;4692272619323348;49
97201;3542909798512498;18
94367;3568834305262172;98
739134;3558456184025421;84
224842;3582704799995805;50
259584;3580090024202080;5
532858;4026878464113423;94
414738;5007661025815433;2
862436;3572614665925350;47
647162;374622839775920;33
810593;3561300050487908;39
745100;5519768030000330;94
637932;3572478220078729;50
306111;3589958846346353;8
285644;201647744996328;85
321690;560225914681386112;73
502369;3558636716036976;35
622023;36511847064122;90
102906;3582392790528658;39
777902;3544228497454367;29
909552;3555844694931811;55
859879;5281209265948097;48
232163;30263474414016;22
249311;3571649915129412;89
434728;4041373147626067;88
263145;3574132440812353;55
501428;4913578136674408;34
373446;6767940479123918;78
916088;372301635696455;51
611651;5100132310972533;83
621044;3576238611183025;18
336049;3555690679010125;53
581952;6334429287853845;58
901476;50204233164729104;18
836767;343571490411838;12
117847;3567171263923789;17
485395;201998071086815;41
690943;4844625204692475;98
235230;3529162984364749;81
601358;5277190938320045;34
129260;5010128269012940;40
220038;493699742469777664;29
510731;5602253969134077;51
250507;6304663167924278;74
661015;5893825072058224;34
283743;6396011454080579;43
626146;3547063694448111;3
512198;6375132680521353;59
371180;3572342665042592;58
850410;6379401349723445;49
251248;374283360415459;13
472143;3550877256408526;62
691303;3587926675888995;66
8213;5199664884966782;11
688853;5602223685284865024;84
188807;3584097216227615;54
934949;6334400290768201728;13
88877;30598350102874;44
1011;3544312087484099;80
906285;3584986779940475;98
757134;6767660114227243;15
827176;3567135472453151;19
608710;3537497369563147;88
715345;3563169137171639;18
314534;30389773342317;5
957958;3529236634166983;19
518238;3544552594566629;91
226017;5048372959574076;85
754820;3531892156651921;92
951112;5602245796128066;95
953743;3538815666037011;53
708554;5610356490579932;24
173488;30017304477845;89
921633;3540507951470272;96
412698;5602222983570939;67
212678;3543680883497247;37
573295;6706403218830495;21
89687;4041374694600752;62
286872;5100172491426016;61
20817;3584794051597058;29
920965;6767962536494793;29
45963;3564198162924520;99
221910;3563980947265787;31
150438;3534886118822924;11
244205;3583372964871000;47
231127;4913511109699268;35
326783;5100171635184739;93
85449;4508966718048235;27
700301;3585493450004480;77
635802;201520688776040;84
469459;3537911927138036;81
306874;3543232031558288;86
800185;6304611752366694;44
884775;3544923614697548;51
765740;3547227638715436;30
146700;3580609602203226;29
33836;67096446861746616;95
315160;3542836271550762;32
64833;3585204580201783;71
706305;5492092005168639;56
372128;3558992707574859;30
521916;374622708125900;68
949873;3534440149659408;87
914751;6767778651806843904;48
914364;3554772441449400;59
453977;5509849538343869;85
242530;3575736993013190;7
630429;374283093017762;82
917853;4026237063157069;48
170073;3580936926558948;23
85176;56022580436351040;38
680757;3537801719978824;84
680065;4041374577338470;74
340763;5539942396280564;98
387650;3551943345599573;66
341035;5010127537282541;69
924556;5602216475576032;85
317055;5602212082688203;66
742994;56022359538760912;98
774901;4917540135110079;41
887925;3556322982243156;63
260429;343996864129288;86
157817;6387386523956715;45
681901;4026029436242193;78
589273;6304316237742242;88
960288;676227221893651840;22
682976;30024899189215;26
475377;30459519648366;24
524103;30148108652505;46
139842;5100171005606584;17
914532;5010128585684307;21
257934;5100178435832144;56
782383;6709598997591504896;13
622751;50381296738777616;71
345547;3538509129617093;52
869288;6390303101323510;93
297552;3545164533926119;60
203291;3563107600269431;97
39952;676201418555021184;52
125224;6395361771350663;30
93981;6333079393833747456;24
94749;3571648082144204;73
228159;5602231410873204;13
975240;3532130738611397;38
626624;3557071623067305;13
287238;5104484104189212;14
188852;6331109483106939904;8
830867;3534134424251482;27
427003;5454447697249103;39
75241;50209397313659648;78
986259;3533161747561231;53
750588;3583605029168353;33
612726;4508870603114377;17
489412;5100137145130538;32
885740;3586791605891472;100
421953;5602257410709460;6
78908;3545412854499665;10
902068;5602247136630553;43
944307;30323812212413;6
40334;3578643648490343;67
772701;4175008623924168;83
160974;5602236182989955;48
617335;50185174630660128;68
573235;30178323858819;84
512234;4844154683545898;97
520859;372160356877854;26
232097;372232361048407;37
456812;344902184055376;70
830133;5038746539932908;90
984708;3589654571619003;41
925121;4936662949504326;39
271477;5100139823680529;81
10224;490563295587106240;88
68917;5641823744127850496;61
883748;5100136271593600;54
902262;50200349397203160;72
489240;30288801648309;2
614876;675934125124538624;45
879916;3578989390047330;13
353624;670602306009275392;1
734123;560222271302210176;5
73796;58935261108435448;74
642519;3581844827436116;19
933381;3533231164581309;44
319480;676283923530370304;22
981323;201605319717826;56
277891;4508637191631538;36
754329;342281517287648;93
984777;4041374747210;8
799822;3554760114960225;19
429739;3560548808890556;79
741508;3549698718642393;84
462254;50206317743388328;43
170839;5227317912541558;1
133799;3564921941794694;22
410902;3557950312911461;55
223534;4425489807284;68
766087;6333279842997533;22
528377;4041376227398747;60
958163;6334363626210377;97
840886;3556979523247150;5
896743;3581739316702160;54
165702;5100141113609473;8
390130;5602244379989523;8
457983;3579197908481889;88
446872;3565482258766790;64
308443;564182556084055232;74
218924;5602215972135029;16
333805;3570220881055493;37
716211;4911839635071845376;41
808157;3560622340608733;6
623450;3581395560228673;77
983248;4017954915663307;12
99540;6759631398798325760;18
887835;3580191753185692;52
912020;3564330582195130;29
3402;5018832026451448;81
619327;3540202100855322;77
835609;3529715398117688;76
596148;502070043707387328;30
359864;6331101420233803776;64
157521;5602241844728569;89
50983;67713014834954640;42
835619;6331106045093996;38
966557;503815745511727232;11
991574;3543086400185317;16
156104;5100137693718874;11
838871;3534044817786178;36
778410;3532327547275204;7
837610;5602211290193022;53
653155;5641820967788482560;99
299006;5520989927753123;44
687148;490529589859713536;100
749163;344505359626598;55
589392;3557888517302427;63
586220;3547654968675213;52
888541;3544179111851449;85
131871;3579974776602170;36
691294;3529304818823272;39
573829;3555085075073084;53
281625;4936232222986763264;93
60134;377148295916060;77
825218;5457771303145281;55
387045;30077671490318;89
280755;5020090073665198;33
201569;3587703889930537;10
13125;3588776964361140;27
890357;5020874719593421;67
240885;3567963202265045;22
610050;4844855717302334;47
124399;4041590223038376;22
355224;3583596903277412;45
76367;4911941471096585216;16
755668;4026961232076724;14
965753;5179743009504407;51
289312;377400225142170;91
174094;676788625279126528;5
715309;3580221905079467;56
434071;337941879017969;95
395725;493680933133069568;35
682635;5020817599457803;55
246174;5327215463467380;26
439221;5602218602555988;46
943293;676303527368829696;10
748141;5018503327573723;36
4487;3534911510398222;3
46127;5106063004733341;26
718611;5100178947006948;28
869264;3586408549253368;41
370401;374622400076682;9
591329;3545767818095507;50
811637;633110513166994560;7
590733;501828722216780160;7
612079;3540143999726408;52
36501;5100175683357162;48
203945;3573240520799902;25
412862;3558541456895914;91
633623;3535990494474810;6
619054;3542345788387890;17
247543;6304722625653042;15
483220;67634359503121872;73
632427;3540910239637201;43
64730;633338663598467968;83
610219;3552027304647455;48
5676;3565901188534150;89
413421;3579599423452230;18
82734;502007605479740224;71
675920;4405793801182133;50
920284;560222229148630400;30
642826;30072360443397;94
909503;374283280007899;13
355192;6334512772907113472;85
883540;67615960293130128;13
444677;3586432686497513;75
843386;6390166196075372;71
177382;5641823982970262528;72
418645;3574746545011320;63
374086;5602248516310337;72
778123;6331103022257224704;33
292315;3577600336929785;75
351054;5018764549723479040;68
567044;3545130979850600;39
188083;3535037139630594;32
154480;4936405980376724480;88
790398;3540712370937204;81
520413;4508780846481006;7
33032;201969848525443;79
118799;4041594671638521;83
698293;6304794861444253;89
140614;67617221478788368;99
368499;3553827633463329;56
101747;5018339682398530560;13
38825;201847708240727;12
570414;633336516049473536;89
488663;3561580031820182;4
537034;4017950829912939;62
639296;490318624165102080;89
563083;67593670836414672;45
72049;493641230638470016;99
163631;6334171246658490368;79
801882;3553315587246791;72
918858;337941314197202;7
641336;3568172381645790;36
233474;3561381496307769;91
92243;5440995005593668;69
817017;3547254920165419;71
26522;3578531497651281;57
201726;6333895905436075;27
959416;3586730475871842;33
786008;3576001329204123;41
881648;675906188118563072;51
782793;5602249681244228;74
685892;3549477804954859;48
527731;3535285300379141;19
395539;3537786711369843;7
311461;5100179162208250;72
924174;6763759445442606;42
733649;3569005172665974;70
536293;3542006665105546;94
738899;201740358135638;86
127131;3535889384043919;24
838277;4508213770702338;93
78004;3584807163163815;55
508272;3568716564455763;27
669782;3552230782172448;53
413320;3585527456967289;39
189593;5002352372788101;61
264246;5602248455750857;56
211029;3550084771073618;85
50197;3540574341306509;80
939189;5602210124283157;33
606778;3579459584340221;8
842797;3541232416113065;70
268009;3551687387072276;84
870157;30348985568085;31
921641;374622699789425;29
271521;3538067166788921;76
870155;3579225285056543;9
439863;372301137660215;42
223870;201624111089334;57
645829;3573227535348668;78
91967;4911497130024458240;20
230362;3548276016689209;25
212011;4911231442918135808;92
755009;3574084462086731;98
44779;3533906528866146;20
596966;3532328110332323;12
460907;3555574301058373;36
663675;346344641748871;42
1146;3543874393821075;24
147075;201527915726953;58
470253;4913183804216846;38
922724;30343736864024;14
541460;67095568182017488;89
90451;1;27
62575;2;46
30521;3;78
763915;4;70
720388;5;92
423620;6;94
808651;7;99
798110;8;35
231711;9;90
907611;10;49
207796;5602237354471566;94
434610;3556799183786275;14
605495;3563229062005887;14
453288;6767461328724472832;99
631509;3571626081343928;34
696249;3567261967897064;4
135180;6376281950381086;88
468116;5503978860865862;85
985762;3570755883293121;40
238126;5602213929749331;77
501873;50208202650711416;61
667589;6334788278218721280;8
381109;4405681080454606;98
654332;5602211708456975360;28
942944;493618568679849152;24
57248;5602211779019419648;86
298316;3530830671087040;45
481;30477336399799;5
747122;3545803076830119;5
367036;3539774807949098;3
284311;379382114068062;59
617797;5018747836447362;60
466679;3568240334062072;12
535925;604024927497875;97
333397;3584999996058377;59
57424;5149264255098256;87
252657;67634521163957808;75
874540;3531605966405324;84
427614;6761236828623856;78
986677;4911719307265434;61
578734;3573641762076141;71
888494;4175003931790856;63
802718;30557583725059;89
84706;3549457378982908;57
73656;3546535385852058;74
625384;5433947833471434;86
229157;5018553727497015;30
747544;3566107033368872;82
95116;4607025721158;56
382370;5100134245447953;34
635959;3559389995530942;2
614529;201553062694687;67
464334;5100139765629542;65
79397;4839532026239302;7
172816;372301125279341;36
796501;5475769920203499;36
971949;3588562559288512;56
351246;5100147036203039;80
566338;3552855325595810;38
274754;6392150315718201;78
303375;3558765538431584;73
710693;4017955950993;59
927159;3540046260028810;57
819346;3528051252737812;91
825164;3540123007093421;30
222063;3563725397731402;13
170079;630499292918727552;59
492449;560222090634633856;47
152928;3587318974437007;88
111839;5048375299364645;14
422618;6333362237678130;57
53814;4175002620999182;20
771769;4905982909158273024;49
26067;3548779897541597;18
597306;3538972257532510;7
171753;201485832731111;48
650968;3533099192140723;4
221655;5108752168227367;98
889707;5602256855554209;67
636075;3584342611815378;84
4982;30034913267285;88
223911;3557016763912679;23
71190;3588381698112107;75
665328;63049361901478344;26
859222;337941268725966;70
64373;30297691818948;24
319233;3584936709798006;15
390503;6331106868974181;76
625856;4905637515559073792;6
334757;3585844964844813;14
54668;3568588115606453;1
130959;56022580248964976;39
984837;5172990415488884;14
994310;3540599186715696;48
226299;3564544133165752;43
544009;5298600530180212;52
735908;63048677703452504;84
97785;560224203125586880;99
535187;3550120258925670;78
205414;3542427889566299;99
186365;4175001447889428;84
897080;3565498419889073;91
994039;337941663905882;16
93446;6392137656889618;3
269363;6759285324250197;73
964822;4844018750847083;32
717940;3588146329453471;20
493966;56022546698907616;30
615881;3533591898131154;14
28347;3532843410134864;7
288162;3560472207542868;92
366342;3543908937663989;24
174278;6378147875999682;57
458209;3568137979867536;75
864239;5018309241254251520;94
415506;56022578196000880;15
795447;3559711689505841;67
444673;5610811018067547;60
864705;3540211321291597;44
443171;5602234986189906;93
388403;3582594778114373;57
764994;5100139029761834;84
372696;5565111096903183;13
578964;5602242757790638;74
35725;3584198668740574;68
993275;4041592399489;39
166125;5002359795652244;10
798706;3579968978120528;89
944484;4041373166537;7
920785;3545024635616754;100
958918;3568196167491236;54
318851;4026268834765104;85
657750;3567240832224498;6
622362;560223976537027520;16
264973;3558072380125038;100
477213;5100147358493424;57
673036;30580193924359;87
261311;30155694386596;55
562467;5007662992878453;20
520604;3569240267908266;7
891049;5007664208296983;21
327276;3545693776933275;10
505638;201579228615506;28
381979;3552853928624855;19
339872;3551822514951833;71
129636;3568738041415327;76
60895;4026140586637353;58
287156;3589976736816251;66
71497;6759313987703202816;2
516999;379144066797654;6
358453;3578790896108240;49
632411;3534539895811715;27
984348;3542632064919664;13
789942;6394841844663961;73
575640;4175000250646446;14
575930;5007669258021843;14
781731;5602235237486972928;41
235083;4026633428048854;4
278361;5641823756633357312;64
135251;3559437184921909;36
643809;375865442544899;4
670740;3565120644574706;94
483815;5020053436685291520;55
785330;56022279048842896;26
822941;3571361804860509;3
104664;3585801169349808;33
363713;30428220758723;7
459127;3532746467879721;69
310176;30237363054877;66
517914;201514096942989;76
811220;5420888724072987;55
890891;5382214558494807;16
418224;4903195178002331;1
534850;3542410599279064;70
79707;5100171714275234;42
288554;3531508803688187;47
936901;3561738274065895;23
318545;5007665154488540;70
65071;3545762226006006;25
944131;3542872041501033;63
841962;5602246555859438;13
206413;3542989059793284;70
436156;201787324366631;9
81267;3543033015801029;79
998676;5414876343491942;50
915242;201906725002310;89
80854;5602240761152845;50
149062;4913784852319398;1
842438;3547760747020405;86
82294;3567581308286119;7
435041;201439176715420;6
509772;67066163584228672;64
444206;5007667035222676;52
826855;3569496870983381;94
294420;6399474254081485;35
808403;3542523882547276;63
176933;4041592089692;59
364426;5007662235193561;22
229534;3546931976067232;59
138656;374622379894271;92
397385;6761755759138703360;21
495579;6763654569747668992;23
380602;3583133244398960;32
204467;3583549302395236;61
939063;56022597975429056;100
662255;3569464696603120;44
62024;3531266828625516;96
45746;3586059021203833;69
247815;3563022139598400;70
279509;3532045418518847;77
880680;6334157744974330;21
354646;6709755285169785;96
658094;3573548964127756;8
110313;4844222697703801;78
184383;5048370267480234;88
884269;3529743174454075;65
265054;491102708863590336;30
260538;3544942203353222;99
664872;3560508929611158;1
531605;63043717635033408;75
451744;374283568284905;63
106824;3543357183905951;10
723245;201901800560183;80
547361;3562576080508024;3
353527;3538810844319704;100
211895;3549684302679090;50
687901;3578367145956032;11
213824;30060705178869;29
539767;201759760126126;16
873263;30514950809339;27
304729;5038029730893793280;81
556328;3562590195516996;54
428080;5556007585155296;49
904512;374288967200857;81
473898;3582750077174027;63
657422;561098216408923264;28
900952;3542762758475671;83
533374;3553837953956182;78
839927;5507723231149737;33
838744;3563493994553055;35
94163;3571051372453981;69
778614;201507516982478;24
977660;30557528338984;20
508633;201859520075082;42
541509;491160214815351232;18
429448;5602259505168651;21
702429;374622856577514;52
361445;3585870398786593;49
208875;56022274097652024;9
882941;3578219080981790;18
952465;3566296057667028;53
897007;3563332060633104;83
583668;30240394328450;99
739327;3552943664356869;51
465971;6375742533795630;5
164277;6333451490662848;9
122429;6044127484075490;2
921326;4905539335932871680;64
227420;3541177418500902;10
136434;201422546568653;88
685269;3558681920222459;74
582587;3556441774402232;97
367461;5602219739203971;21
528633;6761395071822944;57
591630;4041598609102781;26
712755;345689491297069;27
879660;502070378405436736;57
221127;56022548620283968;35
528854;4026756950278076;16
994938;633329177226437504;72
938965;3551215646266644;39
937430;6397081700491341;92
633887;3559145124716673;76
635609;5602232439579152;11
176824;5010129208333280;96
463728;675988751656860160;68
242664;372301330459928;83
776377;3575533199722736;26
409949;3542866393574457;24
630499;3539137919506372;5
262185;5602234652178043;53
821136;3534916290401492;55
273788;3552771616252070;42
856943;3535873594371344;39
395811;6304697258954828;2
496992;503858949945938240;35
286162;4508315632005956;100
425161;3566223049533563;38
640539;6763915388575872000;77
805678;676331730456776704;75
629813;5048374817375571;14
55719;3539686144066867;83
594829;5100143877528188;74
914023;30345353280061;34
257813;3537867967677533;3
402065;3560523973118935;35
20238;5100149601026902;87
778630;3577040219146357;16
468976;374622416624210;46
858415;3564043560311419;47
353117;3554921720465146;100
528358;6706643078045748224;96
13021;3575382055919279;96
160326;6767755174022937600;100
89834;4041374759116;99
437122;5568791413596179;70
422505;4913123977553872;12
661935;3561303524501718;88
814830;30382059615878;50
829131;633374794069752704;69
887212;201466249775107;5
122088;3530879760798512;59
672359;3586604775455459;41
602042;4692272619323348;42
592941;3542909798512498;9
761877;3568834305262172;3
335536;3558456184025421;45
779391;3582704799995805;9
939539;3580090024202080;25
157359;4026878464113423;20
547139;5007661025815433;98
497761;3572614665925350;14
635119;374622839775920;30
362849;3561300050487908;52
695156;5519768030000330;17
713258;3572478220078729;25
179460;3589958846346353;49
394939;201647744996328;24
306388;560225914681386112;97
392801;3558636716036976;70
882558;36511847064122;68
167926;3582392790528658;49
967865;3544228497454367;31
179010;3555844694931811;40
423117;5281209265948097;71
916819;30263474414016;99
716908;3571649915129412;85
992086;4041373147626067;52
808657;3574132440812353;85
447729;4913578136674408;43
819213;6767940479123918;85
536247;372301635696455;88
749201;5100132310972533;88
235974;3576238611183025;71
857113;3555690679010125;84
936489;6334429287853845;97
12689;50204233164729104;98
821446;343571490411838;11
538267;3567171263923789;67
191699;201998071086815;83
800076;4844625204692475;26
384021;3529162984364749;38
600212;5277190938320045;43
876;5010128269012940;26
582389;493699742469777664;37
136431;5602253969134077;93
256788;6304663167924278;37
329896;5893825072058224;97
101015;6396011454080579;81
619514;3547063694448111;80
563124;6375132680521353;19
942354;3572342665042592;83
418022;6379401349723445;15
976437;374283360415459;8
259182;3550877256408526;70
872481;3587926675888995;64
791250;5199664884966782;8
791051;5602223685284865024;9
574609;3584097216227615;33
757781;6334400290768201728;80
932011;30598350102874;5
640415;3544312087484099;64
764490;3584986779940475;84
909845;6767660114227243;98
196061;3567135472453151;79
